;Region;Country Code;Country;Year;Sex;32 - Contraceptive prevalence among women who are married or in a union  aged 15-49;35b - Antenatal care coverage  at least four visi;4 - Proportion of employed who are own-account workers  by sex;9 - Informal employment as a percentage of total non-agricultural employment  by sex;8b - Percentage distribution of employed population in industrial sector  by sex;31c - Educational attainment (upper secondary) of the population aged 25 and older  by sex;30 - Effective transition rate from primary to secondary education (general programmes)  by sex;20 - Youth literacy rate of persons (15-24 years)  by sex;24b - Gender parity index of the gross enrolment ratio in secondary education;10 - Youth unemployment rate for persons aged 15-24  by sex;36 - Proportion of births attended by skilled health professional;29 - Gross graduation ratio from lower secondary education  by sex;31d - Educational attainment (post-secondary) of the population aged 25 and older  by sex;26 - Proportion of females among tertiary education teachers or professor;3a - Labour force participation rate for persons aged 15-24  by sex;25 - Share of female science  engineering  manufacturing and construction graduates at tertiary level;27 - Adjusted net intake rate to the first grade of primary education  by sex;24a - Gender parity index of the gross enrolment ratio in primary education;8c - Percentage distribution of employed population in service sector  by sex;33 - Under-five mortality rate  by sex;23 - Gross enrolment ratio in tertiary education  by sex;6 - Proportion of employed who are employers  by sex;21 - Adjusted net enrolment rate in primary education by sex;28 - Primary education completion rate (proxy)  by sex;43 - Women’s share of government ministerial position;3b - Labour force participation rate for persons aged 15+  by sex;35a - Antenatal care coverage  at least one visi;31b - Educational attainment (lower secondary) of the population aged 25 and older  by sex;40 - Access to anti-retroviral drug  by sex;22 - Gross enrolment ratio in secondary education  by sex;39 - Women’s share of population aged 15-49 living with HIV_AIDS;14 - Proportion of employed working part-time  by sex;24c - Gender parity index of the gross enrolment ratio in tertiary education;44 - Proportion of seats held by women in national parliamen;50 - Prevalence of female genital mutilation_cutting (for relevant countries only);52 - Adolescent birth rate;8a - Percentage distribution of employed population in agricultural sector  by sex;51 - Percentage of women aged 20-24 years old who were married or in a union before age 18;34 - Maternal mortality ratio;45 - Women’s share of managerial position;18 - Proportion of individuals using mobile_cellular telephones  by sex;49 - Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15;37 - Smoking prevalence among persons aged 15 and over  by sex;31e - Educational attainment (tertiary) of the population aged 25 and older  by sex;5 - Proportion of employed who are contributing family workers  by sex;1 - Average number of hours spent on unpaid domestic and care work  by sex;48 - Proportion of ever-partnered women (aged 15-49) subjected to physical and_or sexual violence by a current or former intimate partner  in the last 12 month;46 - Share of female police officer;38 - Proportion of adults who are obese  by sex;31a - Educational attainment (primary) of the population aged 25 and older  by sex;2 - Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex;41 - Life expectancy at age 60  by sex;17 - Proportion of individuals using the Internet  by sex;47 - Share of female judge
12743;Latin America and the Caribbean;214;Dominican Republic;2007;Parity Index;;;;;;;;;1,21;;;;;;;;;0,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12744;Latin America and the Caribbean;214;Dominican Republic;2009;Parity Index;;;;;;;;;1,13;;;;;;;;;0,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12745;Latin America and the Caribbean;214;Dominican Republic;2010;Parity Index;;;;;;;;;1,13;;;;;;;;;0,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12746;Latin America and the Caribbean;214;Dominican Republic;1998;Parity Index;;;;;;;;;1,23;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12747;Latin America and the Caribbean;214;Dominican Republic;2004;Parity Index;;;;;;;;;1,17;;;;;;;;;0,95;;;;;;;;;;;;;;;1,59;;;;;;;;;;;;;;;;;;;;;
12748;Latin America and the Caribbean;214;Dominican Republic;2011;Parity Index;;;;;;;;;1,13;;;;;;;;;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12749;Latin America and the Caribbean;214;Dominican Republic;2002;Parity Index;;;;;;;;;1,21;;;;;;;;;1,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12750;Latin America and the Caribbean;214;Dominican Republic;2012;Parity Index;;;;;;;;;1,12;;;;;;;;;0,9;;;;;;;;;;;;;;;1,6;;;;;;;;;;;;;;;;;;;;;
12751;Latin America and the Caribbean;214;Dominican Republic;2013;Parity Index;;;;;;;;;1,12;;;;;;;;;0,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12752;Latin America and the Caribbean;214;Dominican Republic;2014;Parity Index;;;;;;;;;1,11;;;;;;;;;0,91;;;;;;;;;;;;;;;1,62;;;;;;;;;;;;;;;;;;;;;
12753;Latin America and the Caribbean;214;Dominican Republic;2015;Parity Index;;;;;;;;;1,1;;;;;;;;;0,91;;;;;;;;;;;;;;;1,84;;;;;;;;;;;;;;;;;;;;;
12754;Latin America and the Caribbean;218;Ecuador;1999;Parity Index;;;;;;;;;1,03;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12755;Latin America and the Caribbean;218;Ecuador;2003;Parity Index;;;;;;;;;1,02;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12756;Latin America and the Caribbean;218;Ecuador;2000;Parity Index;;;;;;;;;1,02;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12757;Latin America and the Caribbean;218;Ecuador;2005;Parity Index;;;;;;;;;1,01;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12758;Latin America and the Caribbean;218;Ecuador;2007;Parity Index;;;;;;;;;1,01;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12759;Latin America and the Caribbean;218;Ecuador;2010;Parity Index;;;;;;;;;1,05;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12760;Latin America and the Caribbean;218;Ecuador;1996;Parity Index;;;;;;;;;1,05;;;;;;;;;0,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12761;Latin America and the Caribbean;218;Ecuador;1998;Parity Index;;;;;;;;;1,04;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12762;Latin America and the Caribbean;218;Ecuador;2001;Parity Index;;;;;;;;;1,02;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12763;Latin America and the Caribbean;218;Ecuador;2004;Parity Index;;;;;;;;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12764;Latin America and the Caribbean;218;Ecuador;2006;Parity Index;;;;;;;;;1,02;;;;;;;;;0,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12765;Latin America and the Caribbean;218;Ecuador;2011;Parity Index;;;;;;;;;1,04;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12766;Latin America and the Caribbean;218;Ecuador;2002;Parity Index;;;;;;;;;1,01;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12767;Latin America and the Caribbean;218;Ecuador;2012;Parity Index;;;;;;;;;1,04;;;;;;;;;1,0;;;;;;;;;;;;;;;1,31;;;;;;;;;;;;;;;;;;;;;
12768;Latin America and the Caribbean;218;Ecuador;2013;Parity Index;;;;;;;;;1,05;;;;;;;;;1,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12769;Latin America and the Caribbean;218;Ecuador;2014;Parity Index;;;;;;;;;1,04;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12770;Latin America and the Caribbean;218;Ecuador;2015;Parity Index;;;;;;;;;1,04;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12771;Latin America and the Caribbean;218;Ecuador;2016;Parity Index;;;;;;;;;1,04;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12772;Latin America and the Caribbean;222;El Salvador;1999;Parity Index;;;;;;;;;0,94;;;;;;;;;0,96;;;;;;;;;;;;;;;1,15;;;;;;;;;;;;;;;;;;;;;
12773;Latin America and the Caribbean;222;El Salvador;2003;Parity Index;;;;;;;;;0,99;;;;;;;;;0,96;;;;;;;;;;;;;;;1,08;;;;;;;;;;;;;;;;;;;;;
12774;Latin America and the Caribbean;222;El Salvador;2008;Parity Index;;;;;;;;;1,01;;;;;;;;;0,97;;;;;;;;;;;;;;;1,12;;;;;;;;;;;;;;;;;;;;;
12775;Latin America and the Caribbean;222;El Salvador;2000;Parity Index;;;;;;;;;0,96;;;;;;;;;0,95;;;;;;;;;;;;;;;1,11;;;;;;;;;;;;;;;;;;;;;
12776;Latin America and the Caribbean;222;El Salvador;2005;Parity Index;;;;;;;;;1,0;;;;;;;;;0,97;;;;;;;;;;;;;;;1,12;;;;;;;;;;;;;;;;;;;;;
12777;Latin America and the Caribbean;222;El Salvador;2007;Parity Index;;;;;;;;;1,01;;;;;;;;;1,0;;;;;;;;;;;;;;;1,12;;;;;;;;;;;;;;;;;;;;;
12778;Latin America and the Caribbean;222;El Salvador;2009;Parity Index;;;;;;;;;1,0;;;;;;;;;0,96;;;;;;;;;;;;;;;1,11;;;;;;;;;;;;;;;;;;;;;
12779;Latin America and the Caribbean;222;El Salvador;2010;Parity Index;;;;;;;;;0,99;;;;;;;;;0,95;;;;;;;;;;;;;;;1,1;;;;;;;;;;;;;;;;;;;;;
12780;Latin America and the Caribbean;222;El Salvador;1998;Parity Index;;;;;;;;;0,96;;;;;;;;;0,97;;;;;;;;;;;;;;;1,16;;;;;;;;;;;;;;;;;;;;;
12781;Latin America and the Caribbean;222;El Salvador;2001;Parity Index;;;;;;;;;0,97;;;;;;;;;0,96;;;;;;;;;;;;;;;1,1;;;;;;;;;;;;;;;;;;;;;
12782;Latin America and the Caribbean;222;El Salvador;2004;Parity Index;;;;;;;;;0,99;;;;;;;;;0,97;;;;;;;;;;;;;;;1,1;;;;;;;;;;;;;;;;;;;;;
12783;Latin America and the Caribbean;222;El Salvador;2006;Parity Index;;;;;;;;;1,01;;;;;;;;;0,97;;;;;;;;;;;;;;;1,12;;;;;;;;;;;;;;;;;;;;;
12784;Latin America and the Caribbean;222;El Salvador;2011;Parity Index;;;;;;;;;0,98;;;;;;;;;0,95;;;;;;;;;;;;;;;1,09;;;;;;;;;;;;;;;;;;;;;
12785;Latin America and the Caribbean;222;El Salvador;2002;Parity Index;;;;;;;;;0,97;;;;;;;;;0,95;;;;;;;;;;;;;;;1,1;;;;;;;;;;;;;;;;;;;;;
12786;Latin America and the Caribbean;222;El Salvador;2012;Parity Index;;;;;;;;;0,99;;;;;;;;;0,95;;;;;;;;;;;;;;;1,08;;;;;;;;;;;;;;;;;;;;;
12787;Latin America and the Caribbean;222;El Salvador;2013;Parity Index;;;;;;;;;1,0;;;;;;;;;0,95;;;;;;;;;;;;;;;1,09;;;;;;;;;;;;;;;;;;;;;
12788;Latin America and the Caribbean;222;El Salvador;2014;Parity Index;;;;;;;;;1,01;;;;;;;;;0,96;;;;;;;;;;;;;;;1,09;;;;;;;;;;;;;;;;;;;;;
12789;Latin America and the Caribbean;222;El Salvador;2015;Parity Index;;;;;;;;;1,01;;;;;;;;;0,96;;;;;;;;;;;;;;;1,1;;;;;;;;;;;;;;;;;;;;;
12790;Latin America and the Caribbean;254;French Guiana;1996;Parity Index;;;;;;;;;1,08;;;;;;;;;0,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12791;Latin America and the Caribbean;254;French Guiana;1995;Parity Index;;;;;;;;;1,06;;;;;;;;;0,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12792;Latin America and the Caribbean;254;French Guiana;1997;Parity Index;;;;;;;;;1,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12793;Latin America and the Caribbean;308;Grenada;2003;Parity Index;;;;;;;;;0,98;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12794;Latin America and the Caribbean;308;Grenada;2008;Parity Index;;;;;;;;;0,91;;;;;;;;;0,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12795;Latin America and the Caribbean;308;Grenada;2005;Parity Index;;;;;;;;;1,02;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12796;Latin America and the Caribbean;308;Grenada;2007;Parity Index;;;;;;;;;0,97;;;;;;;;;0,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12797;Latin America and the Caribbean;308;Grenada;2009;Parity Index;;;;;;;;;1,0;;;;;;;;;0,94;;;;;;;;;;;;;;;1,36;;;;;;;;;;;;;;;;;;;;;
12798;Latin America and the Caribbean;308;Grenada;2010;Parity Index;;;;;;;;;1,03;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12799;Latin America and the Caribbean;308;Grenada;2004;Parity Index;;;;;;;;;1,08;;;;;;;;;0,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12800;Latin America and the Caribbean;308;Grenada;2002;Parity Index;;;;;;;;;1,15;;;;;;;;;0,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12801;Latin America and the Caribbean;308;Grenada;2013;Parity Index;;;;;;;;;0,98;;;;;;;;;0,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12802;Latin America and the Caribbean;308;Grenada;2014;Parity Index;;;;;;;;;0,99;;;;;;;;;0,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12803;Latin America and the Caribbean;308;Grenada;2015;Parity Index;;;;;;;;;1,0;;;;;;;;;0,96;;;;;;;;;;;;;;;1,16;;;;;;;;;;;;;;;;;;;;;
12804;Latin America and the Caribbean;312;Guadeloupe;1995;Parity Index;;;;;;;;;1,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12805;Latin America and the Caribbean;320;Guatemala;1999;Parity Index;;;;;;;;;0,84;;;;;;;;;0,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12806;Latin America and the Caribbean;320;Guatemala;2003;Parity Index;;;;;;;;;0,89;;;;;;;;;0,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12807;Latin America and the Caribbean;320;Guatemala;2008;Parity Index;;;;;;;;;0,95;;;;;;;;;0,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12808;Latin America and the Caribbean;320;Guatemala;2000;Parity Index;;;;;;;;;0,89;;;;;;;;;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12809;Latin America and the Caribbean;320;Guatemala;2005;Parity Index;;;;;;;;;0,92;;;;;;;;;0,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12810;Latin America and the Caribbean;320;Guatemala;2007;Parity Index;;;;;;;;;0,94;;;;;;;;;0,94;;;;;;;;;;;;;;;1,02;;;;;;;;;;;;;;;;;;;;;
12811;Latin America and the Caribbean;320;Guatemala;2009;Parity Index;;;;;;;;;0,95;;;;;;;;;0,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12812;Latin America and the Caribbean;320;Guatemala;2010;Parity Index;;;;;;;;;0,94;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12813;Latin America and the Caribbean;320;Guatemala;1996;Parity Index;;;;;;;;;0,88;;;;;;;;;0,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12814;Latin America and the Caribbean;320;Guatemala;1998;Parity Index;;;;;;;;;0,89;;;;;;;;;0,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12815;Latin America and the Caribbean;320;Guatemala;2001;Parity Index;;;;;;;;;0,89;;;;;;;;;0,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12816;Latin America and the Caribbean;320;Guatemala;2004;Parity Index;;;;;;;;;0,91;;;;;;;;;0,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12817;Latin America and the Caribbean;320;Guatemala;2006;Parity Index;;;;;;;;;0,93;;;;;;;;;0,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12818;Latin America and the Caribbean;320;Guatemala;2011;Parity Index;;;;;;;;;0,93;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12819;Latin America and the Caribbean;320;Guatemala;2002;Parity Index;;;;;;;;;0,89;;;;;;;;;0,92;;;;;;;;;;;;;;;0,74;;;;;;;;;;;;;;;;;;;;;
12820;Latin America and the Caribbean;320;Guatemala;2012;Parity Index;;;;;;;;;0,93;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12821;Latin America and the Caribbean;320;Guatemala;2013;Parity Index;;;;;;;;;0,93;;;;;;;;;0,96;;;;;;;;;;;;;;;1,06;;;;;;;;;;;;;;;;;;;;;
12822;Latin America and the Caribbean;320;Guatemala;2014;Parity Index;;;;;;;;;0,94;;;;;;;;;0,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12823;Latin America and the Caribbean;320;Guatemala;2015;Parity Index;;;;;;;;;0,93;;;;;;;;;0,96;;;;;;;;;;;;;;;1,17;;;;;;;;;;;;;;;;;;;;;
12824;Latin America and the Caribbean;328;Guyana;1999;Parity Index;;;;;;;;;1,0;;;;;;;;;1,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12825;Latin America and the Caribbean;328;Guyana;2008;Parity Index;;;;;;;;;0,95;;;;;;;;;0,98;;;;;;;;;;;;;;;1,46;;;;;;;;;;;;;;;;;;;;;
12826;Latin America and the Caribbean;328;Guyana;2005;Parity Index;;;;;;;;;0,95;;;;;;;;;0,94;;;;;;;;;;;;;;;2,03;;;;;;;;;;;;;;;;;;;;;
12827;Latin America and the Caribbean;328;Guyana;2007;Parity Index;;;;;;;;;0,88;;;;;;;;;0,97;;;;;;;;;;;;;;;2,13;;;;;;;;;;;;;;;;;;;;;
12828;Latin America and the Caribbean;328;Guyana;2009;Parity Index;;;;;;;;;0,95;;;;;;;;;0,97;;;;;;;;;;;;;;;2,15;;;;;;;;;;;;;;;;;;;;;
12829;Latin America and the Caribbean;328;Guyana;2010;Parity Index;;;;;;;;;1,0;;;;;;;;;0,96;;;;;;;;;;;;;;;2,54;;;;;;;;;;;;;;;;;;;;;
12830;Latin America and the Caribbean;328;Guyana;2001;Parity Index;;;;;;;;;1,09;;;;;;;;;0,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12831;Latin America and the Caribbean;328;Guyana;2004;Parity Index;;;;;;;;;1,05;;;;;;;;;0,99;;;;;;;;;;;;;;;1,83;;;;;;;;;;;;;;;;;;;;;
12832;Latin America and the Caribbean;328;Guyana;2011;Parity Index;;;;;;;;;1,0;;;;;;;;;0,95;;;;;;;;;;;;;;;2,36;;;;;;;;;;;;;;;;;;;;;
12833;Latin America and the Caribbean;328;Guyana;2012;Parity Index;;;;;;;;;0,99;;;;;;;;;0,97;;;;;;;;;;;;;;;2,03;;;;;;;;;;;;;;;;;;;;;
12834;Latin America and the Caribbean;340;Honduras;2008;Parity Index;;;;;;;;;1,27;;;;;;;;;1,0;;;;;;;;;;;;;;;1,51;;;;;;;;;;;;;;;;;;;;;
12835;Latin America and the Caribbean;340;Honduras;2007;Parity Index;;;;;;;;;1,25;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12836;Latin America and the Caribbean;340;Honduras;2010;Parity Index;;;;;;;;;1,22;;;;;;;;;1,0;;;;;;;;;;;;;;;1,14;;;;;;;;;;;;;;;;;;;;;
12837;Latin America and the Caribbean;340;Honduras;2006;Parity Index;;;;;;;;;1,23;;;;;;;;;0,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12838;Latin America and the Caribbean;340;Honduras;2011;Parity Index;;;;;;;;;1,21;;;;;;;;;0,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12839;Latin America and the Caribbean;340;Honduras;2012;Parity Index;;;;;;;;;1,21;;;;;;;;;0,99;;;;;;;;;;;;;;;1,36;;;;;;;;;;;;;;;;;;;;;
12840;Latin America and the Caribbean;340;Honduras;2013;Parity Index;;;;;;;;;1,21;;;;;;;;;0,99;;;;;;;;;;;;;;;1,36;;;;;;;;;;;;;;;;;;;;;
12841;Latin America and the Caribbean;340;Honduras;2014;Parity Index;;;;;;;;;1,17;;;;;;;;;0,98;;;;;;;;;;;;;;;1,35;;;;;;;;;;;;;;;;;;;;;
12842;Latin America and the Caribbean;340;Honduras;2015;Parity Index;;;;;;;;;1,19;;;;;;;;;0,99;;;;;;;;;;;;;;;1,35;;;;;;;;;;;;;;;;;;;;;
12843;Latin America and the Caribbean;388;Jamaica;1999;Parity Index;;;;;;;;;1,01;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12844;Latin America and the Caribbean;388;Jamaica;2003;Parity Index;;;;;;;;;1,04;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12845;Latin America and the Caribbean;388;Jamaica;2008;Parity Index;;;;;;;;;1,06;;;;;;;;;0,96;;;;;;;;;;;;;;;2,31;;;;;;;;;;;;;;;;;;;;;
12846;Latin America and the Caribbean;388;Jamaica;2000;Parity Index;;;;;;;;;1,02;;;;;;;;;1,0;;;;;;;;;;;;;;;1,83;;;;;;;;;;;;;;;;;;;;;
12847;Latin America and the Caribbean;388;Jamaica;2005;Parity Index;;;;;;;;;1,06;;;;;;;;;0,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12848;Latin America and the Caribbean;388;Jamaica;2007;Parity Index;;;;;;;;;1,07;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12849;Latin America and the Caribbean;388;Jamaica;2009;Parity Index;;;;;;;;;1,03;;;;;;;;;0,96;;;;;;;;;;;;;;;2,34;;;;;;;;;;;;;;;;;;;;;
12850;Latin America and the Caribbean;388;Jamaica;2010;Parity Index;;;;;;;;;1,08;;;;;;;;;0,95;;;;;;;;;;;;;;;2,31;;;;;;;;;;;;;;;;;;;;;
12851;Latin America and the Caribbean;388;Jamaica;2001;Parity Index;;;;;;;;;1,02;;;;;;;;;0,99;;;;;;;;;;;;;;;1,98;;;;;;;;;;;;;;;;;;;;;
12852;Latin America and the Caribbean;388;Jamaica;2004;Parity Index;;;;;;;;;1,04;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12853;Latin America and the Caribbean;388;Jamaica;2011;Parity Index;;;;;;;;;1,08;;;;;;;;;;;;;;;;;;;;;;;;2,33;;;;;;;;;;;;;;;;;;;;;
12854;Latin America and the Caribbean;388;Jamaica;2002;Parity Index;;;;;;;;;1,03;;;;;;;;;1,0;;;;;;;;;;;;;;;2,17;;;;;;;;;;;;;;;;;;;;;
12855;Latin America and the Caribbean;388;Jamaica;2013;Parity Index;;;;;;;;;1,08;;;;;;;;;;;;;;;;;;;;;;;;2,28;;;;;;;;;;;;;;;;;;;;;
12856;Latin America and the Caribbean;388;Jamaica;2014;Parity Index;;;;;;;;;1,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12857;Latin America and the Caribbean;388;Jamaica;2015;Parity Index;;;;;;;;;1,07;;;;;;;;;;;;;;;;;;;;;;;;1,73;;;;;;;;;;;;;;;;;;;;;
12858;Latin America and the Caribbean;474;Martinique;1996;Parity Index;;;;;;;;;1,05;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12859;Latin America and the Caribbean;474;Martinique;1995;Parity Index;;;;;;;;;1,05;;;;;;;;;0,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12860;Latin America and the Caribbean;484;Mexico;1999;Parity Index;;;;;;;;;1,02;;;;;;;;;0,98;;;;;;;;;;;;;;;0,93;;;;;;;;;;;;;;;;;;;;;
12861;Latin America and the Caribbean;484;Mexico;2003;Parity Index;;;;;;;;;1,09;;;;;;;;;0,99;;;;;;;;;;;;;;;0,98;;;;;;;;;;;;;;;;;;;;;
12862;Latin America and the Caribbean;484;Mexico;2008;Parity Index;;;;;;;;;1,1;;;;;;;;;0,98;;;;;;;;;;;;;;;1,04;;;;;;;;;;;;;;;;;;;;;
12863;Latin America and the Caribbean;484;Mexico;2000;Parity Index;;;;;;;;;1,03;;;;;;;;;0,98;;;;;;;;;;;;;;;0,94;;;;;;;;;;;;;;;;;;;;;
12864;Latin America and the Caribbean;484;Mexico;2005;Parity Index;;;;;;;;;1,09;;;;;;;;;0,98;;;;;;;;;;;;;;;1,02;;;;;;;;;;;;;;;;;;;;;
12865;Latin America and the Caribbean;484;Mexico;2007;Parity Index;;;;;;;;;1,09;;;;;;;;;0,98;;;;;;;;;;;;;;;1,03;;;;;;;;;;;;;;;;;;;;;
12866;Latin America and the Caribbean;484;Mexico;2009;Parity Index;;;;;;;;;1,1;;;;;;;;;0,99;;;;;;;;;;;;;;;1,04;;;;;;;;;;;;;;;;;;;;;
12867;Latin America and the Caribbean;484;Mexico;2010;Parity Index;;;;;;;;;1,09;;;;;;;;;0,99;;;;;;;;;;;;;;;1,03;;;;;;;;;;;;;;;;;;;;;
12868;Latin America and the Caribbean;484;Mexico;1996;Parity Index;;;;;;;;;1,0;;;;;;;;;0,97;;;;;;;;;;;;;;;0,9;;;;;;;;;;;;;;;;;;;;;
12869;Latin America and the Caribbean;484;Mexico;1998;Parity Index;;;;;;;;;1,0;;;;;;;;;0,98;;;;;;;;;;;;;;;0,92;;;;;;;;;;;;;;;;;;;;;
12870;Latin America and the Caribbean;484;Mexico;2001;Parity Index;;;;;;;;;1,04;;;;;;;;;0,99;;;;;;;;;;;;;;;0,95;;;;;;;;;;;;;;;;;;;;;
12871;Latin America and the Caribbean;484;Mexico;2004;Parity Index;;;;;;;;;1,09;;;;;;;;;0,99;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;
12872;Latin America and the Caribbean;484;Mexico;2006;Parity Index;;;;;;;;;1,09;;;;;;;;;0,98;;;;;;;;;;;;;;;1,03;;;;;;;;;;;;;;;;;;;;;
12873;Latin America and the Caribbean;484;Mexico;1995;Parity Index;;;;;;;;;1,01;;;;;;;;;0,97;;;;;;;;;;;;;;;0,88;;;;;;;;;;;;;;;;;;;;;
12874;Latin America and the Caribbean;484;Mexico;2011;Parity Index;;;;;;;;;1,08;;;;;;;;;0,99;;;;;;;;;;;;;;;1,03;;;;;;;;;;;;;;;;;;;;;
12875;Latin America and the Caribbean;484;Mexico;1997;Parity Index;;;;;;;;;0,99;;;;;;;;;0,97;;;;;;;;;;;;;;;0,91;;;;;;;;;;;;;;;;;;;;;
12876;Latin America and the Caribbean;484;Mexico;2002;Parity Index;;;;;;;;;1,07;;;;;;;;;0,99;;;;;;;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;
12877;Latin America and the Caribbean;484;Mexico;2012;Parity Index;;;;;;;;;1,08;;;;;;;;;0,99;;;;;;;;;;;;;;;1,02;;;;;;;;;;;;;;;;;;;;;
